openness,conscientiousness,extraversion,agreeableness,neuroticism,behavior_type,count
5.203389830508475,5.11864406779661,4.711864406779661,5.186440677966102,3.847457627118644,稳定不信者,59
4.181818181818182,5.545454545454546,4.0,5.363636363636363,3.8181818181818183,易感染者,11
4.8,4.733333333333333,4.6,4.933333333333334,3.7333333333333334,迟感染者,15
4.761904761904762,5.142857142857143,4.285714285714286,5.0476190476190474,4.0476190476190474,快恢复者,21
4.533333333333333,4.866666666666666,4.333333333333333,5.0,3.533333333333333,迟恢复者,15
