openness,conscientiousness,extraversion,agreeableness,neuroticism,behavior_type,count
4.722222222222222,5.333333333333333,4.333333333333333,4.666666666666667,3.9444444444444446,稳定不信者,18
4.0,5.0,7.0,5.0,5.0,稳定相信者,1
5.045454545454546,5.045454545454546,4.545454545454546,5.2272727272727275,3.772727272727273,易感染者,22
5.205882352941177,5.029411764705882,4.970588235294118,5.117647058823529,4.088235294117647,迟感染者,34
5.1395348837209305,4.813953488372093,4.627906976744186,5.093023255813954,3.9767441860465116,快恢复者,43
4.870967741935484,5.225806451612903,4.451612903225806,5.32258064516129,3.806451612903226,迟恢复者,31
